,Title,Occupation,Company,Company Location,Specs,Link
619,Product Research Analyst,['Full Time'],StriveNest ,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Research · Analysis · Information Technology (IT) · Business Analysis · Computer Science · Market Research · Marketing,https://wuzzuf.net/jobs/p/g/6I8rTya3QHjO-Product-Research-Analyst-StriveNest-Riyadh-Saudi-Arabia
620,OD & Talent Acquisition Specialist,"['Full Time', 'On-site']",Marbella For Food Industry  ,"6th of October, Giza, Egypt ",Entry Level · 4 - 7 Yrs of Exp · Administration · Human Resources · Manufacturing/Production · Human Resources (HR) · Recruitment · Talent acquisition · OD · Interviewing · FMCG · English,https://wuzzuf.net/jobs/p/RUK2gSSYGeeT-OD-Talent-Acquisition-Specialist-Marbella-For-Food-Industry-Giza-Egypt
621,Quality Control Engineer,"['Full Time', 'On-site']",Egyptian for steel products Industries ESPI  ,"Abu Rawash, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · males_only · Manufacturing/Production · Quality · Mechanical Engineering · Industrial · Quality Control · quality,https://wuzzuf.net/jobs/p/0aZjEqgQH6Yv-Quality-Control-Engineer-Egyptian-for-steel-products-Industries-ESPI-Giza-Egypt
622,Senior Risk Management Analyst,['Full Time'],Mezzan Foods ,"Mubarak Al-Kabeer, Kuwait ",Experienced · IT/Software Development · Project/Program Management · Analyst/Research · Project Management · Information Technology (IT) · Computer Science · Analysis · PMP · Management · Program Management,https://wuzzuf.net/jobs/p/g/0qSMnOBGEFfN-Senior-Risk-Management-Analyst-Mezzan-Foods-Mubarak-Al-Kabeer-Kuwait
623,E-Commerce Sales Representative,"['Full Time', 'Remote']",Confidential ,"Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Account Management · Communication · Communication skills · CRM · Customer Service · E-Commerce · Sales,https://wuzzuf.net/jobs/p/INmHIKnxyCD4-E-Commerce-Sales-Representative-Cairo-Egypt
624,Specification Engneer,"['Full Time', 'On-site']",Egybrit ,"Heliopolis, Cairo, Egypt ",Experienced · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Discuss product solution · trusted relationship with consultance · maintain a database · build design and construction · work closely with technical team · maintain record and prepare tasks · technical information · technical sales,https://wuzzuf.net/jobs/p/nc8JQne4Qazk-Specification-Engneer-Egybrit-Cairo-Egypt
625,Executive Secretary Administrator,"['Full Time', 'Remote']",ALWAN AL ALBARQ  ,"Nasr City, Cairo, Egypt ",Senior Management · 5 - 7 Yrs of Exp · Business Development · Project/Program Management · Strategy/Consulting · Management · Business Administration · Administration,https://wuzzuf.net/jobs/p/4ZAQPu9IDGha-Executive-Secretary-Administrator-ALWAN-AL-ALBARQ-Cairo-Egypt
626,Quality Assurance /quality control manager,"['Full Time', 'On-site']",ksteel ,"10th of Ramadan City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Quality · ISO · ISO 9001 · Quality Assurance · Quality Management · quality,https://wuzzuf.net/jobs/p/J76gNWzg1DTV-Quality-Assurance-quality-control-manager-ksteel-Cairo-Egypt
627,Industrial Engineering officer with experience In GARMENT MANUFACTURING ng Industries,"['Full Time', 'On-site']",(Delta Textile Egypt) ,"Minya, Egypt ",Manager · 5 - 20 Yrs of Exp · Manufacturing/Production · Engineering - Other · Garments · Industrial Engineering,https://wuzzuf.net/jobs/p/EY4zLjcIYDId-Industrial-Engineering-officer-with-experience-In-GARMENT-MANUFACTURING-ng-Industries-Delta-Textile-Egypt-Minya-Egypt
628,IT consultant,['Full Time'],Management Solutions International (MSI) ,"Al Rayyan, Qatar ",Experienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · ERP · Computer Engineering · Accounting · Project Management · Consulting,https://wuzzuf.net/jobs/p/g/Ev1zoLsx5Woz-IT-consultant-Management-Solutions-International-MSI-Al-Rayyan-Qatar
629,Mechanical Engineer,"['Full Time', 'On-site']",ALQIMA Real Estate & Development ,"New Damietta, Damietta, Egypt ",Experienced · 8 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · CAD · Mechanical Engineering · Revit · Mechanical,https://wuzzuf.net/jobs/p/QDbQLgeA8wxO-Mechanical-Engineer-ALQIMA-Real-Estate-Development-Damietta-Egypt
630,Internal Auditor and Quality Assurance,"['Full Time', 'On-site']",The Design Hub ,"New Cairo, Cairo, Egypt ",Experienced · 4 - 6 Yrs of Exp · Quality · Auditing · Engineering · Finance · Administration · Microsoft Office · Quality Assurance · Quality Control · Risk Management · Management,https://wuzzuf.net/jobs/p/HrF01C9mqLv1-Internal-Auditor-and-Quality-Assurance-The-Design-Hub-Cairo-Egypt
631,Business Analyst,['Full Time'],Saudi Azm عزم السعودية ,"Riyadh, Saudi Arabia ",Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software Development · Software · Computer Engineering,https://wuzzuf.net/jobs/p/g/T0phKR1Joz3r-Business-Analyst-Saudi-Azm-عزم-السعودية-Riyadh-Saudi-Arabia
632,Compensation and Benefits Supervisor,"['Full Time', 'On-site']",Confidential ,"Nasr City, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · Medical/Healthcare · Benefits · Compensation · Compensation &amp; Benefits · Compensation and Benefits · Human Resources (HR) · job evaluation · Labor Legislation · Payroll,https://wuzzuf.net/jobs/p/0WKN270ZpU9N-Compensation-and-Benefits-Supervisor-Cairo-Egypt
633,Product Managers (Electrical Engineers),"['Full Time', 'On-site']",ARC Technologies ,"Nasr City, Cairo, Egypt ",Experienced · 3 - 10 Yrs of Exp · Business Development · Marketing/PR/Advertising · Engineering - Mechanical/Electrical · Engineering · Marketing · Product Management · Product · Business Development · Sales · Electrical Engineering,https://wuzzuf.net/jobs/p/1IWwscnhaHI4-Product-Managers-Electrical-Engineers-ARC-Technologies-Cairo-Egypt
634,MEP Procurement Team Leader,"['Full Time', 'On-site']",REDCON Construction Co. S.A.E ,"Cairo, Egypt ",Experienced · 8 - 12 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical · Procurement · Purchasing · MEP Procurement · Procurement Management,https://wuzzuf.net/jobs/p/Aov8kDkW8Z0w-MEP-Procurement-Team-Leader-REDCON-Construction-Co-S-A-E-Cairo-Egypt
635,MEP Procurement Manager,"['Full Time', 'On-site']",REDCON Construction Co. S.A.E ,"Cairo, Egypt ",Manager · 15 - 20 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical · Procurement Management · MEP procurement · Purchasing · MEP · Procurement · Logistics · Supply Chain,https://wuzzuf.net/jobs/p/SQl7IuPmqjtt-MEP-Procurement-Manager-REDCON-Construction-Co-S-A-E-Cairo-Egypt
636,Pre Sales Engineer,"['Full Time', 'On-site']",Injaz Tech for advanced systems ,"Nozha, Cairo, Egypt ",Experienced · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Other · CCTV · AutoCAD · Electrical Engineering · Communication,https://wuzzuf.net/jobs/p/vgeN93lUVkHa-Pre-Sales-Engineer-Injaz-Tech-for-advanced-systems-Cairo-Egypt
637,"Solution Consultant, Doha",['Full Time'],Denodo ,"Riyadh, Saudi Arabia ",Experienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · ERP · Engineering · Sales · Sales Skills · Accounting,https://wuzzuf.net/jobs/p/g/1utGkFK803sr-Solution-Consultant-Doha-Denodo-Riyadh-Saudi-Arabia
638,Warehouse Manager,"['Full Time', 'On-site']",Audio Technology ,"Heliopolis, Cairo, Egypt ",Manager · 10 - 15 Yrs of Exp · males_preferred · Logistics/Supply Chain · Operations/Management · Supply Chain · Warehouse Management · Warehouse · Warehousing · Logistics · Operations,https://wuzzuf.net/jobs/p/klqih4Octyst-Warehouse-Manager-Audio-Technology-Cairo-Egypt
639,Internship in HR,"['Internship', 'On-site']",Chubb life Insurance ,"New Cairo, Cairo, Egypt ",Student · 0 - 1 Yrs of Exp · Human Resources · HR Admin · Human Resources · Personnel Administration,https://wuzzuf.net/internship/emYl72eklrtU-Internship-in-HR-Chubb-life-Insurance-Cairo-Egypt
640,Organization Development & Performance Manager,"['Full Time', 'Hybrid']",Naseej ,"Cairo, Egypt ",Manager · 10 - 20 Yrs of Exp · Human Resources · OD · Human Resources (HR) · Organization Development · Performance Management · Training and Development · Appraisals · job structure · policies & procedures,https://wuzzuf.net/jobs/p/VpwT34BI5VVJ-Organization-Development-Performance-Manager-Naseej-Cairo-Egypt
641,Planning Engineer/Construction,"['Full Time', 'On-site']",Confidential ,"New Cairo, Cairo, Egypt ",Experienced · 1 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Construction · Engineering · Planning Engineer,https://wuzzuf.net/jobs/p/IXwD4Yy1qguz-Planning-EngineerConstruction-Cairo-Egypt
642,Senior Payroll Specialist,"['Full Time', 'On-site']",Just HR ,"Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Human Resources · Accounting · Communication · Finance · Human Resources (HR) · Human Resources · Payroll · Software · Tax,https://wuzzuf.net/jobs/p/AVDGnFcXKzAR-Senior-Payroll-Specialist-Just-HR-Cairo-Egypt
643,Sales & Marketing Executive,"['Full Time', 'On-site']",Venus International Free Zone   ,"Dkhaila, Alexandria, Egypt ",Manager · 5 - 10 Yrs of Exp · males_only · Marketing/PR/Advertising · Sales/Retail · C-Level Executive/GM/Director · business · Logistics · Marketing · Negotiation · Sales · sales skills · Sales Target,https://wuzzuf.net/jobs/p/7NmI5pHESL5B-Sales-Marketing-Executive-Venus-International-Free-Zone-Alexandria-Egypt
644,"Senior Full Stack Developer (.NET core , Angular 8+) Onsite","['Full Time', 'On-site']",Confidential ,"Nasr City, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · OOP · ASP.NET · C#.Net · ADO.NET · SQL,https://wuzzuf.net/jobs/p/03lbJ0Cy5RdX-Senior-Full-Stack-Developer-NET-core-Angular-8-Onsite-Cairo-Egypt
645,Operation Director,"['Full Time', 'On-site']",Pancakes Foods ,"6th of October, Giza, Egypt ",Manager · 3 - 5 Yrs of Exp · females_preferred · Hospitality/Hotels/Food Services · Operations Management · Operations · Development,https://wuzzuf.net/jobs/p/gxxfZHGUT31a-Operation-Director-Pancakes-Foods-Giza-Egypt
646,Therapeutic Area Partner - Kuwait,['Full Time'],Novartis ,"Kuwait City, Kuwait ",Experienced · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · sales · sales skills · marketing · information technology (it) · management · medical · communication skills,https://wuzzuf.net/jobs/p/g/HrlyCImONexb-Therapeutic-Area-Partner---Kuwait-Novartis-Kuwait-City-Kuwait
647,Odoo Functional Consultant,"['Full Time', 'Remote']",Byte-Tech ,"Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Strategy/Consulting · Accounting · ERP · ERP Implementation · Functional · Implementation · Odoo · business · Functional consultant,https://wuzzuf.net/jobs/p/wuH1W3bj5eKq-Odoo-Functional-Consultant-Byte-Tech-Cairo-Egypt
648,Quality Specialist,"['Full Time', 'On-site']",Dar Al-Fouad Hospital ,"Giza, Giza, Egypt ",Experienced · 1 - 3 Yrs of Exp · Administration · Quality · Pharmacy · quality · TQM,https://wuzzuf.net/jobs/p/GPwD7f4UEYxC-Quality-Specialist-Dar-Al-Fouad-Hospital-Giza-Egypt
649,Odoo Implementer,"['Full Time', 'On-site']",Ibn Sina Pharma ,"Maadi, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Odoo · ERP · Odoo Modules · Computer Science · Functional · inventory · Business Administration,https://wuzzuf.net/jobs/p/FuAwL0i8nhwf-Odoo-Implementer-Ibn-Sina-Pharma-Cairo-Egypt
650,Quality Assurance Specialist,"['Full Time', 'Hybrid']",Paymob Solutions ,"Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · Customer Service/Support · Quality Assurance · quality · Training,https://wuzzuf.net/jobs/p/ez1deuzcpkbd-Quality-Assurance-Specialist-Paymob-Solutions-Cairo-Egypt
651,Teachers’ professional development senior officer,"['Full Time', 'On-site']",NASS Academy ,"Mokattam, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · Education/Teaching · Engineering · Training · Microsoft Office · General Educational Development · TOT,https://wuzzuf.net/jobs/p/sJAS8dJ3TDbB-Teachers’-professional-development-senior-officer-NASS-Academy-Cairo-Egypt
652,Assistant Brand Communication Manager,"['Full Time', 'On-site']",Exception Market ,"Hadayek Alahram, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · males_only · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication skills · digital marketing · media · Marketing · Social Media · Digital Marketing · Management · Skills,https://wuzzuf.net/jobs/p/ra13nhZFLn22-Assistant-Brand-Communication-Manager-Exception-Market-Giza-Egypt
653,Technical Sales Engineer - Alex & North Cost Area,"['Full Time', 'On-site']",Unimix Egypt for Readymix concrete ,"Alexandria, Egypt ",Entry Level · 1 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · Engineering · Construction · Technical Sales · Sales · Sales Skills · Sales Target · Sales Engineering · Readymix,https://wuzzuf.net/jobs/p/aCRUmvE32lVc-Technical-Sales-Engineer---Alex-North-Cost-Area-Unimix-Egypt-for-Readymix-concrete-Alexandria-Egypt
654,Senior Cloud Sales Executive,"['Full Time', 'Hybrid']",Smart Vision Technologies ,"Cairo, Egypt ",Experienced · 3 - 7 Yrs of Exp · Business Development · IT/Software Development · Sales/Retail · Communication skills · Sales · Communication · Engineering · IT · sales skills · Sales Target,https://wuzzuf.net/jobs/p/iqPQM3zinevI-Senior-Cloud-Sales-Executive-Smart-Vision-Technologies-Cairo-Egypt
655,R&D Electrical Engineer,"['Full Time', 'On-site']",MediNeeds ,"Agouza, Giza, Egypt ",Experienced · 1 - 3 Yrs of Exp · R&D/Science · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Embedded Systems · Electrical Engineering · Electrical · Development · Design · Product Design,https://wuzzuf.net/jobs/p/5mGS48cKNIND-RD-Electrical-Engineer-MediNeeds-Giza-Egypt
656,Sales Quality Assurance Specialist,"['Full Time', 'On-site']",arib ,"Nasr City, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · Quality · Quality Assurance · Communication skills · quality · Sales · Training · Communication · Skills,https://wuzzuf.net/jobs/p/VWhJut2KbbO1-Sales-Quality-Assurance-Specialist-arib-Cairo-Egypt
657,Business Analyst,['Full Time'],avua ,"Riyadh, Saudi Arabia ",Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software Development · Software · Computer Engineering,https://wuzzuf.net/jobs/p/g/UZnx5hcP1SSP-Business-Analyst-avua-Riyadh-Saudi-Arabia
658,Senior technical Support,"['Full Time', 'On-site']",Ra Sport ,"New Cairo, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · ERP · Information Technology (IT) · Computer Science · Customer Support · Software · Communication · computer · Troubleshooting · Technical Support,https://wuzzuf.net/jobs/p/hDwcXDaIWem0-Senior-technical-Support-Ra-Sport-Cairo-Egypt
659,Electrical and Mechanical Tendering/Design Engineers – Electrical Switchgear,"['Full Time', 'On-site']",ARC Technologies ,"6th of October, Giza, Egypt ",Experienced · 3 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering - Other · Design · AutoCAD · Engineering · Manufacturing · Mechanical Engineering · Mechanical · English,https://wuzzuf.net/jobs/p/tzqO58ocgWMP-Electrical-and-Mechanical-TenderingDesign-Engineers-–-Electrical-Switchgear-ARC-Technologies-Giza-Egypt
660,Web Development & Programming Teacher (Sohag-Port Said-Damietta-Gharbia-Ismailia-Kafr Elshiekh-Sharkia),"['Full Time', 'On-site']",NASS Academy ,"Port Said, Egypt ",Entry Level · 1 - 4 Yrs of Exp · Education/Teaching · Computer Science · Information Technology (IT) · Programming · Web Development · Education · PHP Web Development · Teaching · python,https://wuzzuf.net/jobs/p/pz99qeXd9VYF-Web-Development-Programming-Teacher-Sohag-Port-Said-Damietta-Gharbia-Ismailia-Kafr-Elshiekh-Sharkia-NASS-Academy-Port-Said-Egypt
661,Financial Analyst-Sakina,['Full Time'],Abu Dhabi Health Services Company- SEHA - شركة أبوظبي للخدمات الصحية - صحة ,"Dubai, United Arab Emirates ",Entry Level · Accounting/Finance · IT/Software Development · Analyst/Research · Finance · Financial Analysis · Accounting · Microsoft Office · Commerce · Financial Management · Analysis,https://wuzzuf.net/jobs/p/g/RMylEtrwFP29-Financial-Analyst-Sakina-Abu-Dhabi-Health-Services-Company--SEHA---شركة-أبوظبي-للخدمات-الصحية---صحة-Dubai-United-Arab-Emirates
